user_id,content_id,interaction_type,timestamp,session_id,device_type,watch_duration_seconds,rating
user_00943,content_00466,play,2026-02-14 17:19:47,sess_93a11e0a,mobile,86,
user_00767,content_00017,skip,2026-02-24 17:19:47,sess_9992b89d,mobile,6444,
user_00428,content_00491,play,2026-02-05 17:19:47,sess_ceca4a42,mobile,5893,
user_00796,content_00311,like,2026-02-12 17:19:47,sess_6a17f2ec,mobile,2429,
user_00832,content_00204,like,2026-02-22 17:19:47,sess_58573151,tablet,3540,
user_00807,content_00064,play,2026-03-12 17:19:47,sess_1d7d83aa,mobile,5944,
user_00174,content_00188,play,2026-03-02 17:19:47,sess_93633e20,smart_tv,2021,
user_00815,content_00248,play,2026-04-02 17:19:47,sess_e9545726,desktop,5289,
user_00711,content_00038,play,2026-01-14 17:19:47,sess_d06a9175,tablet,6194,
user_00251,content_00388,play,2026-03-08 17:19:47,sess_e60a461a,tablet,2738,
user_00807,content_00231,skip,2026-03-27 17:19:47,sess_50756eba,desktop,242,
user_00227,content_00451,play,2026-02-27 17:19:47,sess_4720c978,desktop,2542,
user_00968,content_00367,play,2026-01-23 17:19:47,sess_d6a2eb10,desktop,3923,
user_00731,content_00226,complete,2026-01-16 17:19:47,sess_1c37f0de,smart_tv,1230,3.4
user_00880,content_00197,play,2026-03-16 17:19:47,sess_04ac7960,mobile,7000,
user_00217,content_00299,play,2026-01-30 17:19:47,sess_f91ded31,mobile,2155,
user_00373,content_00370,play,2026-02-07 17:19:47,sess_fa0fbf58,tablet,3937,
user_00634,content_00461,play,2026-03-01 17:19:47,sess_79935c80,smart_tv,4839,
user_00874,content_00257,play,2026-02-26 17:19:47,sess_f7d9f186,tablet,7119,
user_00949,content_00249,skip,2026-02-25 17:19:47,sess_d27599e7,mobile,5508,
user_00970,content_00034,play,2026-03-06 17:19:47,sess_2bc3b0ca,smart_tv,1867,
user_00154,content_00143,like,2026-03-20 17:19:47,sess_465ceb87,desktop,4116,
user_00471,content_00292,skip,2026-02-06 17:19:47,sess_4be21c69,smart_tv,6103,
user_00208,content_00187,like,2026-03-03 17:19:47,sess_b647f68f,mobile,2253,
user_00567,content_00493,play,2026-02-05 17:19:47,sess_e2169582,mobile,6566,
user_00058,content_00229,skip,2026-01-16 17:19:47,sess_c5f699e6,smart_tv,1900,
user_00707,content_00368,play,2026-04-09 17:19:47,sess_ed144142,desktop,4551,
user_00285,content_00047,skip,2026-03-29 17:19:47,sess_e156ff8e,desktop,528,
user_00213,content_00117,play,2026-01-30 17:19:47,sess_32b2ed2d,tablet,3833,
user_00101,content_00275,complete,2026-01-23 17:19:47,sess_e47fd792,mobile,1639,2.9
user_00453,content_00043,play,2026-04-02 17:19:47,sess_58b5de2b,smart_tv,4931,
user_00499,content_00154,skip,2026-02-17 17:19:47,sess_1e2958d3,smart_tv,4854,
user_00826,content_00326,like,2026-02-21 17:19:47,sess_772b4090,desktop,4065,
user_00647,content_00091,play,2026-02-12 17:19:47,sess_3a4bc0b7,desktop,5316,
user_00307,content_00136,skip,2026-03-06 17:19:47,sess_e9284264,tablet,943,
user_00775,content_00485,play,2026-04-14 17:19:47,sess_6d40ec66,desktop,4204,
user_00482,content_00254,play,2026-04-06 17:19:47,sess_795fb0ed,tablet,5543,
user_00312,content_00049,skip,2026-03-22 17:19:47,sess_242509dd,smart_tv,6409,
user_00112,content_00391,play,2026-03-06 17:19:47,sess_c4b7ffa8,desktop,2651,
user_00785,content_00272,play,2026-01-17 17:19:47,sess_30b84ae1,desktop,5023,
user_00216,content_00293,skip,2026-03-24 17:19:47,sess_3cd4d14f,smart_tv,5028,
user_00679,content_00081,play,2026-02-07 17:19:47,sess_f34aa4b0,tablet,5383,
user_00610,content_00404,play,2026-03-11 17:19:47,sess_bf19f509,smart_tv,2183,
user_00484,content_00479,skip,2026-02-28 17:19:47,sess_367499fa,desktop,3714,
user_00316,content_00218,like,2026-02-22 17:19:47,sess_2c9b7d5e,mobile,3378,
user_00363,content_00331,add_to_watchlist,2026-01-14 17:19:47,sess_d9f4e1be,smart_tv,1738,
user_00678,content_00367,play,2026-02-26 17:19:47,sess_4e0b6fc9,mobile,2666,
user_00438,content_00405,play,2026-02-02 17:19:47,sess_bba78255,smart_tv,6562,
user_00221,content_00317,play,2026-03-10 17:19:47,sess_0c47bdda,mobile,639,
user_00249,content_00083,play,2026-02-12 17:19:47,sess_590b855f,tablet,406,
user_00800,content_00338,play,2026-01-14 17:19:47,sess_c3e2fb30,tablet,2076,
user_00287,content_00311,complete,2026-04-07 17:19:47,sess_5216d92b,desktop,2291,3.2
user_00449,content_00473,play,2026-02-13 17:19:47,sess_207a2576,smart_tv,6172,
user_00076,content_00167,skip,2026-01-29 17:19:47,sess_06b7823d,desktop,4732,
user_00205,content_00288,play,2026-03-14 17:19:47,sess_1fd74f88,desktop,4721,
user_00560,content_00391,skip,2026-03-28 17:19:47,sess_4c4b1e7d,mobile,7162,
user_00805,content_00359,skip,2026-02-16 17:19:47,sess_9eed7095,smart_tv,1538,
user_00329,content_00240,play,2026-02-27 17:19:47,sess_ac5cc289,desktop,1660,
user_00694,content_00498,add_to_watchlist,2026-03-30 17:19:47,sess_d38e7b13,tablet,3530,
user_00406,content_00413,play,2026-04-08 17:19:47,sess_e12303a5,mobile,4226,
user_00383,content_00009,skip,2026-03-04 17:19:47,sess_ab4b9aa7,tablet,2345,
user_00589,content_00171,skip,2026-03-31 17:19:47,sess_7f77dda1,smart_tv,6572,
user_00526,content_00434,skip,2026-03-21 17:19:47,sess_9884c890,mobile,6314,
user_00701,content_00221,skip,2026-03-26 17:19:47,sess_c2cb22cb,desktop,628,
user_00187,content_00332,skip,2026-02-18 17:19:47,sess_3e39ba05,mobile,3318,
user_00589,content_00151,play,2026-02-24 17:19:47,sess_f4383d3b,mobile,99,
user_00231,content_00166,play,2026-03-12 17:19:47,sess_95a65a12,smart_tv,4817,
user_00691,content_00394,play,2026-02-15 17:19:47,sess_162f2c63,smart_tv,6337,
user_00842,content_00295,skip,2026-03-21 17:19:47,sess_d2bd5f73,smart_tv,1718,
user_00316,content_00093,play,2026-02-05 17:19:47,sess_9c452c9b,mobile,6415,
user_00131,content_00277,play,2026-04-06 17:19:47,sess_8e0831ab,desktop,7161,
user_00323,content_00476,play,2026-03-19 17:19:47,sess_e1da58c4,smart_tv,2511,
user_00168,content_00218,skip,2026-04-11 17:19:47,sess_1117cd17,smart_tv,3631,
user_00127,content_00428,complete,2026-03-19 17:19:47,sess_84acb1eb,tablet,433,2.8
user_00409,content_00102,play,2026-02-25 17:19:47,sess_dc6c1eda,mobile,790,
user_00993,content_00090,play,2026-01-30 17:19:47,sess_8c62c33f,mobile,1364,
user_00775,content_00108,play,2026-02-11 17:19:47,sess_cb2cfc89,desktop,6171,
user_00325,content_00213,play,2026-04-03 17:19:47,sess_884e043e,desktop,3945,
user_00262,content_00261,play,2026-02-15 17:19:47,sess_47cfbf73,mobile,89,
user_00390,content_00412,play,2026-04-02 17:19:47,sess_20227821,desktop,2982,
user_00969,content_00159,skip,2026-01-15 17:19:47,sess_425ddfaa,mobile,5358,
user_00660,content_00415,play,2026-02-13 17:19:47,sess_ca2168b4,mobile,2280,
user_00748,content_00332,complete,2026-03-14 17:19:47,sess_b847fc2d,smart_tv,4655,1.0
user_00532,content_00080,play,2026-02-13 17:19:47,sess_30ee68bb,mobile,531,
user_00611,content_00411,play,2026-01-20 17:19:47,sess_8f003539,desktop,3074,
user_00633,content_00213,skip,2026-03-26 17:19:47,sess_c2f9af26,smart_tv,3020,
user_00901,content_00474,play,2026-03-25 17:19:47,sess_9bf2ffa9,mobile,4105,
user_00209,content_00157,play,2026-02-26 17:19:47,sess_d6d6b2a3,desktop,5124,
user_00329,content_00015,add_to_watchlist,2026-03-27 17:19:47,sess_9a9c818c,tablet,410,
user_00553,content_00194,skip,2026-03-01 17:19:47,sess_cf555250,smart_tv,784,
user_00430,content_00034,play,2026-02-13 17:19:47,sess_7f0b3e77,tablet,3430,
user_00877,content_00460,play,2026-03-28 17:19:47,sess_f4b113ee,mobile,2581,
user_00488,content_00241,skip,2026-01-26 17:19:47,sess_6e8cef1b,mobile,3944,
user_00505,content_00384,skip,2026-03-27 17:19:47,sess_96c6b0eb,smart_tv,5430,
user_00085,content_00381,play,2026-02-22 17:19:47,sess_0db9de95,desktop,5068,
user_00108,content_00128,play,2026-03-22 17:19:47,sess_92ee52d7,desktop,2722,
user_00728,content_00499,play,2026-01-29 17:19:47,sess_b5b758bc,desktop,6255,
user_00922,content_00068,play,2026-02-26 17:19:47,sess_fca1072e,smart_tv,4776,
user_00755,content_00479,skip,2026-03-20 17:19:47,sess_4ced5562,smart_tv,147,
user_00147,content_00325,play,2026-03-15 17:19:47,sess_31b9185e,smart_tv,3280,
user_00331,content_00006,skip,2026-01-31 17:19:47,sess_b664f033,tablet,3733,
user_00220,content_00233,like,2026-03-10 17:19:47,sess_2cb1347b,desktop,2792,
user_00914,content_00096,play,2026-02-11 17:19:47,sess_149e027a,tablet,5463,
user_00099,content_00343,skip,2026-02-19 17:19:47,sess_fee41ca5,mobile,4480,
user_00130,content_00049,play,2026-02-15 17:19:47,sess_3645e60b,mobile,1015,
user_00564,content_00365,play,2026-03-01 17:19:47,sess_705fdb4a,desktop,3737,
user_00447,content_00284,complete,2026-02-09 17:19:47,sess_e1089615,smart_tv,3286,4.3
user_00907,content_00262,play,2026-01-17 17:19:47,sess_6c4f19fd,smart_tv,6386,
user_00018,content_00102,skip,2026-02-06 17:19:47,sess_1ecb4754,mobile,6585,
user_00546,content_00186,play,2026-01-16 17:19:47,sess_3d89b2ac,smart_tv,3097,
user_00163,content_00052,skip,2026-03-26 17:19:47,sess_63f34f65,tablet,7061,
user_00208,content_00143,play,2026-02-22 17:19:47,sess_0d2338db,desktop,3223,
user_00923,content_00268,skip,2026-03-07 17:19:47,sess_8831a66d,mobile,643,
user_00258,content_00363,skip,2026-04-06 17:19:47,sess_609d80de,mobile,6216,
user_00421,content_00072,play,2026-03-25 17:19:47,sess_2da0d77d,smart_tv,3235,
user_00806,content_00082,skip,2026-04-05 17:19:47,sess_22be9de0,smart_tv,2292,
user_00144,content_00458,play,2026-01-30 17:19:47,sess_fd330ed2,smart_tv,1716,
user_00455,content_00073,like,2026-03-30 17:19:47,sess_6841c16d,desktop,4324,
user_00106,content_00396,skip,2026-03-30 17:19:47,sess_b066b23f,tablet,1288,
user_00073,content_00451,skip,2026-04-09 17:19:47,sess_4293c11a,tablet,6894,
user_00913,content_00131,play,2026-02-14 17:19:47,sess_87bd94c7,tablet,4822,
user_00173,content_00449,skip,2026-02-07 17:19:47,sess_7d68e3c3,mobile,755,
user_00750,content_00309,skip,2026-02-10 17:19:47,sess_d45bac44,tablet,3484,
user_00059,content_00327,play,2026-03-10 17:19:47,sess_f029adbd,desktop,2091,
user_00656,content_00261,play,2026-01-19 17:19:47,sess_93c8b647,desktop,2951,
user_00086,content_00007,play,2026-02-11 17:19:47,sess_238266d2,smart_tv,4828,
user_00507,content_00114,like,2026-01-14 17:19:47,sess_e72bac05,tablet,4623,
user_00622,content_00429,skip,2026-04-09 17:19:47,sess_037de304,mobile,4866,
user_00859,content_00407,complete,2026-04-02 17:19:47,sess_4ac407f3,mobile,6288,2.0
user_00595,content_00345,skip,2026-04-09 17:19:47,sess_ebc05f37,desktop,5330,
user_00808,content_00226,skip,2026-01-24 17:19:47,sess_58e83535,tablet,5511,
user_00930,content_00014,play,2026-03-22 17:19:47,sess_bdcb2f71,mobile,5195,
user_00969,content_00169,play,2026-02-21 17:19:47,sess_8258359e,mobile,6002,
user_00468,content_00435,skip,2026-03-14 17:19:47,sess_53ccfaad,desktop,3683,
user_00803,content_00025,play,2026-01-15 17:19:47,sess_7aa029cb,desktop,6326,
user_00813,content_00083,play,2026-02-03 17:19:47,sess_d9cbd34e,desktop,6097,
user_00411,content_00386,play,2026-03-23 17:19:47,sess_27e93329,tablet,7047,
user_00092,content_00171,play,2026-02-05 17:19:47,sess_b4def90e,smart_tv,2623,
user_00849,content_00157,play,2026-04-03 17:19:47,sess_1378c9d0,tablet,2593,
user_00637,content_00255,skip,2026-02-11 17:19:47,sess_66cc78a0,desktop,2790,
user_00826,content_00225,skip,2026-03-31 17:19:47,sess_c7f10f50,smart_tv,4796,
user_00318,content_00466,play,2026-01-22 17:19:47,sess_967cebe7,desktop,6229,
user_00574,content_00276,play,2026-01-25 17:19:47,sess_e79726f1,mobile,1657,
user_00096,content_00047,skip,2026-03-27 17:19:47,sess_f7362186,desktop,4394,
user_00363,content_00204,play,2026-02-24 17:19:47,sess_5dc8ddcd,mobile,6952,
user_00980,content_00377,skip,2026-04-04 17:19:47,sess_f982ec8d,desktop,1871,
user_00454,content_00423,play,2026-02-03 17:19:47,sess_b2302c03,smart_tv,5498,
user_00281,content_00014,play,2026-01-16 17:19:47,sess_ff02845b,smart_tv,2039,
user_00897,content_00116,play,2026-03-18 17:19:47,sess_75e667a9,smart_tv,131,
user_00304,content_00125,skip,2026-02-02 17:19:47,sess_0471b191,smart_tv,3407,
user_00191,content_00435,play,2026-02-22 17:19:47,sess_d0f823bb,tablet,6147,
user_00268,content_00362,skip,2026-02-27 17:19:47,sess_22a6c9be,smart_tv,2652,
user_00554,content_00183,play,2026-01-16 17:19:47,sess_1aa02a7a,smart_tv,2665,
user_00881,content_00424,skip,2026-02-09 17:19:47,sess_6fcde74a,tablet,4415,
user_00322,content_00054,skip,2026-01-22 17:19:47,sess_bff04110,smart_tv,3841,
user_00276,content_00295,skip,2026-04-06 17:19:47,sess_508d5fc2,smart_tv,211,
user_00574,content_00230,complete,2026-03-01 17:19:47,sess_158fe5aa,tablet,7137,3.8
user_00066,content_00350,play,2026-03-10 17:19:47,sess_005d9258,desktop,5991,
user_00029,content_00366,skip,2026-02-23 17:19:47,sess_34dbabda,smart_tv,5451,
user_00463,content_00159,play,2026-01-18 17:19:47,sess_0249b65b,desktop,2737,
user_00239,content_00292,skip,2026-01-17 17:19:47,sess_17dd4faf,desktop,7097,
user_00007,content_00498,skip,2026-04-05 17:19:47,sess_9e67bd52,mobile,4369,
user_00424,content_00374,play,2026-03-21 17:19:47,sess_f27c5831,smart_tv,4957,
user_00793,content_00389,like,2026-02-10 17:19:47,sess_13e8945b,mobile,2748,
user_00092,content_00049,skip,2026-02-21 17:19:47,sess_c2aac5a7,tablet,5735,
user_00486,content_00071,complete,2026-03-06 17:19:47,sess_3dfa9924,desktop,1483,3.8
user_00901,content_00130,play,2026-03-22 17:19:47,sess_bd316a31,desktop,3318,
user_00206,content_00117,play,2026-01-22 17:19:47,sess_0d737b62,mobile,2812,
user_00463,content_00385,play,2026-03-13 17:19:47,sess_e8513822,mobile,4995,
user_00063,content_00286,play,2026-02-26 17:19:47,sess_e40a7195,mobile,1410,
user_00002,content_00494,complete,2026-03-04 17:19:47,sess_1c8068c3,tablet,2538,1.1
user_00927,content_00291,skip,2026-01-25 17:19:47,sess_01e508a0,tablet,1519,
user_00549,content_00112,complete,2026-01-17 17:19:47,sess_7afec8b6,smart_tv,4942,2.5
user_00182,content_00457,play,2026-03-23 17:19:47,sess_e265bc48,smart_tv,6701,
user_00839,content_00228,play,2026-04-10 17:19:47,sess_9d5acd4c,mobile,6642,
user_00957,content_00160,complete,2026-01-17 17:19:47,sess_1cb53ced,smart_tv,4864,3.1
user_00922,content_00052,play,2026-01-27 17:19:47,sess_13438100,smart_tv,5053,
user_00943,content_00173,skip,2026-02-16 17:19:47,sess_402981d1,mobile,5508,
user_00568,content_00034,play,2026-02-27 17:19:47,sess_d80b14c6,smart_tv,1991,
user_00984,content_00419,play,2026-02-22 17:19:47,sess_bd8afc31,mobile,2965,
user_00061,content_00470,skip,2026-01-29 17:19:47,sess_b459cf8d,mobile,6974,
user_00533,content_00047,skip,2026-02-05 17:19:47,sess_6f883544,tablet,6230,
user_00560,content_00330,play,2026-03-04 17:19:47,sess_aed99847,smart_tv,3699,
user_00782,content_00102,play,2026-01-24 17:19:47,sess_868b52ec,tablet,3341,
user_00446,content_00194,play,2026-04-11 17:19:47,sess_7a1f7bbf,tablet,884,
user_00330,content_00288,play,2026-02-24 17:19:47,sess_23751042,desktop,4106,
user_00806,content_00395,play,2026-01-17 17:19:47,sess_c7cccac7,mobile,4351,
user_00852,content_00022,play,2026-04-03 17:19:47,sess_57e5fb59,desktop,4842,
user_00766,content_00461,complete,2026-03-05 17:19:47,sess_0b83b292,mobile,4406,1.1
user_00990,content_00156,play,2026-02-28 17:19:47,sess_7e725960,mobile,6778,
user_00846,content_00351,skip,2026-02-26 17:19:47,sess_1b3e270d,mobile,1787,
user_00102,content_00235,add_to_watchlist,2026-03-19 17:19:47,sess_79fcc907,tablet,1723,
user_00585,content_00328,complete,2026-02-25 17:19:47,sess_7b36131d,smart_tv,5677,1.5
user_00298,content_00003,skip,2026-03-23 17:19:47,sess_4ea4b4d9,tablet,6801,
user_00234,content_00191,skip,2026-01-25 17:19:47,sess_845f8565,desktop,3493,
user_00697,content_00293,skip,2026-01-21 17:19:47,sess_ab4a5fbd,desktop,3382,
user_00707,content_00006,play,2026-02-21 17:19:47,sess_89ea41df,tablet,2308,
user_00863,content_00462,play,2026-02-11 17:19:47,sess_39797bc9,desktop,4946,
user_00011,content_00321,complete,2026-02-16 17:19:47,sess_f395e4de,smart_tv,5460,3.8
user_00073,content_00327,play,2026-03-25 17:19:47,sess_8e3e7054,tablet,574,
user_00188,content_00275,play,2026-03-13 17:19:47,sess_90e66158,tablet,2363,
user_00550,content_00147,play,2026-02-01 17:19:47,sess_8e946360,desktop,918,
user_00780,content_00062,play,2026-03-20 17:19:47,sess_358441c0,mobile,4574,
user_00867,content_00255,play,2026-02-07 17:19:47,sess_e5af33d5,mobile,3871,
user_00491,content_00056,play,2026-04-10 17:19:47,sess_4218bbdb,tablet,1541,
user_00086,content_00391,complete,2026-02-18 17:19:47,sess_ceceffc7,desktop,3618,4.0
user_00453,content_00306,skip,2026-03-19 17:19:47,sess_e9799182,desktop,388,
user_00583,content_00008,skip,2026-03-01 17:19:47,sess_fdd3ec57,tablet,1673,
user_00924,content_00330,play,2026-02-25 17:19:47,sess_dcbe9ef3,smart_tv,2420,
user_00518,content_00033,play,2026-01-24 17:19:47,sess_c595a841,smart_tv,2781,
user_00674,content_00370,play,2026-02-17 17:19:47,sess_61d10c4b,mobile,6939,
user_00252,content_00309,play,2026-02-02 17:19:47,sess_84b5a81e,smart_tv,1204,
user_00561,content_00494,play,2026-03-31 17:19:47,sess_b7ba3845,mobile,3388,
user_00531,content_00274,play,2026-03-24 17:19:47,sess_aaa926c9,desktop,3064,
user_00040,content_00074,like,2026-04-14 17:19:47,sess_50b961bb,mobile,6695,
user_00397,content_00394,add_to_watchlist,2026-02-04 17:19:47,sess_046cd992,mobile,192,
user_00665,content_00422,skip,2026-01-26 17:19:47,sess_0ad2a433,tablet,3713,
user_00933,content_00384,play,2026-02-11 17:19:47,sess_de0b8eb2,desktop,2857,
user_00652,content_00233,play,2026-03-26 17:19:47,sess_026a1114,tablet,4424,
user_00901,content_00185,play,2026-03-09 17:19:47,sess_c9b71f84,smart_tv,3212,
user_00264,content_00452,play,2026-04-12 17:19:47,sess_7015294e,tablet,6628,
user_00308,content_00074,play,2026-02-21 17:19:47,sess_1f6faf46,smart_tv,3325,
user_00129,content_00431,skip,2026-02-15 17:19:47,sess_aed24142,tablet,3666,
user_00976,content_00199,play,2026-03-02 17:19:47,sess_170d4d29,desktop,5480,
user_00409,content_00069,skip,2026-03-21 17:19:47,sess_7a2a4ce8,desktop,3825,
user_00562,content_00442,skip,2026-03-27 17:19:47,sess_7ab7a24d,tablet,920,
user_00556,content_00334,play,2026-01-25 17:19:47,sess_062dc65f,tablet,446,
user_00205,content_00112,play,2026-03-25 17:19:47,sess_95212bc0,tablet,4269,
user_00443,content_00093,complete,2026-03-19 17:19:47,sess_ac5bd2aa,tablet,4678,3.7
user_00280,content_00382,skip,2026-03-20 17:19:47,sess_62eb37d7,smart_tv,3399,
user_00325,content_00240,play,2026-03-29 17:19:47,sess_69d372f8,tablet,2620,
user_00626,content_00478,add_to_watchlist,2026-04-02 17:19:47,sess_36b03899,mobile,732,
user_00022,content_00005,skip,2026-02-28 17:19:47,sess_6c475daf,smart_tv,6121,
user_00155,content_00491,play,2026-04-06 17:19:47,sess_f9744c57,desktop,5135,
user_00932,content_00162,skip,2026-03-08 17:19:47,sess_8613a839,desktop,861,
user_00822,content_00288,play,2026-03-26 17:19:47,sess_c566f93b,smart_tv,3431,
user_00122,content_00273,skip,2026-01-15 17:19:47,sess_e4591aab,desktop,5682,
user_00869,content_00463,play,2026-03-31 17:19:47,sess_c5781105,smart_tv,3674,
user_00100,content_00387,play,2026-02-25 17:19:47,sess_da4b265f,tablet,3137,
user_00489,content_00088,skip,2026-02-17 17:19:47,sess_070e5dcf,smart_tv,3694,
user_00916,content_00011,skip,2026-04-04 17:19:47,sess_7dce0b9b,desktop,594,
user_00182,content_00070,skip,2026-01-19 17:19:47,sess_b688e89d,smart_tv,5225,
user_00329,content_00150,like,2026-01-27 17:19:47,sess_0ae4304f,tablet,160,
user_00637,content_00457,skip,2026-02-08 17:19:47,sess_f0e0997d,desktop,4293,
user_00926,content_00469,play,2026-03-05 17:19:47,sess_8ef6978e,smart_tv,456,
user_00665,content_00123,skip,2026-03-11 17:19:47,sess_96d05be5,tablet,5431,
user_00083,content_00171,complete,2026-01-25 17:19:47,sess_83d23fee,mobile,6048,3.3
user_00310,content_00195,play,2026-02-13 17:19:47,sess_d16a1b2a,tablet,3211,
user_00037,content_00356,skip,2026-02-19 17:19:47,sess_803954ea,tablet,5824,
user_00351,content_00068,skip,2026-03-11 17:19:47,sess_490021ab,mobile,3715,
user_00941,content_00344,play,2026-01-19 17:19:47,sess_387fa9aa,desktop,7087,
user_00522,content_00459,play,2026-03-29 17:19:47,sess_056065c4,mobile,2020,
user_00077,content_00091,play,2026-03-26 17:19:47,sess_5ba480b0,smart_tv,6410,
