user_id,content_id,interaction_type,timestamp,session_id,device_type,watch_duration_seconds,rating
user_00770,content_00112,play,2026-01-28 17:17:39,sess_43ae81ff,desktop,2646,
user_00789,content_00186,skip,2026-01-23 17:17:39,sess_201bdfc7,desktop,4144,
user_00549,content_00273,play,2026-02-22 17:17:39,sess_e4204659,tablet,6229,
user_00476,content_00147,skip,2026-03-09 17:17:39,sess_39db67fe,mobile,4393,
user_00850,content_00172,skip,2026-01-30 17:17:39,sess_d43736fe,tablet,3456,
user_00421,content_00097,skip,2026-04-04 17:17:39,sess_aded7aa4,tablet,217,
user_00333,content_00313,play,2026-02-01 17:17:39,sess_da28d591,tablet,5636,
user_00094,content_00488,play,2026-01-28 17:17:39,sess_3c94f3aa,tablet,4552,
user_00524,content_00443,play,2026-03-25 17:17:39,sess_9a81c1e1,tablet,3053,
user_00741,content_00448,play,2026-02-13 17:17:39,sess_2b76d343,smart_tv,2673,
user_00136,content_00151,play,2026-04-11 17:17:39,sess_53963dee,smart_tv,4761,
user_00473,content_00236,play,2026-01-27 17:17:39,sess_a7c70a6e,tablet,2011,
user_00816,content_00091,like,2026-01-27 17:17:39,sess_3cf2ed29,desktop,7174,
user_00943,content_00466,play,2026-02-14 17:17:39,sess_a12046a8,mobile,86,
user_00767,content_00017,skip,2026-02-24 17:17:39,sess_2e0df646,mobile,6444,
user_00428,content_00491,play,2026-02-05 17:17:39,sess_3975b23c,mobile,5893,
user_00796,content_00311,like,2026-02-12 17:17:39,sess_1688584d,mobile,2429,
user_00832,content_00204,like,2026-02-22 17:17:39,sess_01ac4be5,tablet,3540,
user_00807,content_00064,play,2026-03-12 17:17:39,sess_fbbbed39,mobile,5944,
user_00174,content_00188,play,2026-03-02 17:17:39,sess_47af637e,smart_tv,2021,
user_00815,content_00248,play,2026-04-02 17:17:39,sess_5c76cd7e,desktop,5289,
user_00711,content_00038,play,2026-01-14 17:17:39,sess_08843d41,tablet,6194,
user_00251,content_00388,play,2026-03-08 17:17:39,sess_ea139120,tablet,2738,
user_00807,content_00231,skip,2026-03-27 17:17:39,sess_cc345044,desktop,242,
user_00227,content_00451,play,2026-02-27 17:17:39,sess_76e9e9cf,desktop,2542,
user_00968,content_00367,play,2026-01-23 17:17:39,sess_741d7b20,desktop,3923,
user_00731,content_00226,complete,2026-01-16 17:17:39,sess_f30ced56,smart_tv,1230,3.4
user_00880,content_00197,play,2026-03-16 17:17:39,sess_e182a830,mobile,7000,
user_00217,content_00299,play,2026-01-30 17:17:39,sess_45f34fcb,mobile,2155,
user_00373,content_00370,play,2026-02-07 17:17:39,sess_eff94c94,tablet,3937,
user_00634,content_00461,play,2026-03-01 17:17:39,sess_5871fb45,smart_tv,4839,
user_00874,content_00257,play,2026-02-26 17:17:39,sess_2740c367,tablet,7119,
user_00949,content_00249,skip,2026-02-25 17:17:39,sess_90a137e4,mobile,5508,
user_00970,content_00034,play,2026-03-06 17:17:39,sess_619da7bd,smart_tv,1867,
user_00154,content_00143,like,2026-03-20 17:17:39,sess_1602077b,desktop,4116,
user_00471,content_00292,skip,2026-02-06 17:17:39,sess_14ac9e84,smart_tv,6103,
user_00208,content_00187,like,2026-03-03 17:17:39,sess_3c862891,mobile,2253,
user_00567,content_00493,play,2026-02-05 17:17:39,sess_532b8bc2,mobile,6566,
user_00058,content_00229,skip,2026-01-16 17:17:39,sess_85baabb6,smart_tv,1900,
user_00707,content_00368,play,2026-04-09 17:17:39,sess_13a62541,desktop,4551,
user_00285,content_00047,skip,2026-03-29 17:17:39,sess_a69d765a,desktop,528,
user_00213,content_00117,play,2026-01-30 17:17:39,sess_769f6791,tablet,3833,
user_00101,content_00275,complete,2026-01-23 17:17:39,sess_1385d2fa,mobile,1639,2.9
user_00453,content_00043,play,2026-04-02 17:17:39,sess_d7b8335d,smart_tv,4931,
user_00499,content_00154,skip,2026-02-17 17:17:39,sess_747cb37d,smart_tv,4854,
user_00826,content_00326,like,2026-02-21 17:17:39,sess_807b7e04,desktop,4065,
user_00647,content_00091,play,2026-02-12 17:17:39,sess_1ed59ed0,desktop,5316,
user_00307,content_00136,skip,2026-03-06 17:17:39,sess_a44c4eb0,tablet,943,
user_00775,content_00485,play,2026-04-14 17:17:39,sess_c6060a73,desktop,4204,
user_00482,content_00254,play,2026-04-06 17:17:39,sess_3de08aa0,tablet,5543,
user_00312,content_00049,skip,2026-03-22 17:17:39,sess_ea8fa86d,smart_tv,6409,
user_00112,content_00391,play,2026-03-06 17:17:39,sess_ebf877cc,desktop,2651,
user_00785,content_00272,play,2026-01-17 17:17:39,sess_29f00db2,desktop,5023,
user_00216,content_00293,skip,2026-03-24 17:17:39,sess_46feb6e4,smart_tv,5028,
user_00679,content_00081,play,2026-02-07 17:17:39,sess_c5281946,tablet,5383,
user_00610,content_00404,play,2026-03-11 17:17:39,sess_ce48badf,smart_tv,2183,
user_00484,content_00479,skip,2026-02-28 17:17:39,sess_d626fe44,desktop,3714,
user_00316,content_00218,like,2026-02-22 17:17:39,sess_88bffd30,mobile,3378,
user_00363,content_00331,add_to_watchlist,2026-01-14 17:17:39,sess_b4af54b8,smart_tv,1738,
user_00678,content_00367,play,2026-02-26 17:17:39,sess_e8372d94,mobile,2666,
user_00438,content_00405,play,2026-02-02 17:17:39,sess_ae7485fc,smart_tv,6562,
user_00221,content_00317,play,2026-03-10 17:17:39,sess_95657d12,mobile,639,
user_00249,content_00083,play,2026-02-12 17:17:39,sess_c2933dd0,tablet,406,
user_00800,content_00338,play,2026-01-14 17:17:39,sess_83290e19,tablet,2076,
user_00287,content_00311,complete,2026-04-07 17:17:39,sess_f38eaaeb,desktop,2291,3.2
user_00449,content_00473,play,2026-02-13 17:17:39,sess_6fc1d3c2,smart_tv,6172,
user_00076,content_00167,skip,2026-01-29 17:17:39,sess_b17cae26,desktop,4732,
user_00205,content_00288,play,2026-03-14 17:17:39,sess_c24d5f7e,desktop,4721,
user_00560,content_00391,skip,2026-03-28 17:17:39,sess_5b8e03f9,mobile,7162,
user_00805,content_00359,skip,2026-02-16 17:17:39,sess_0c68adb1,smart_tv,1538,
user_00329,content_00240,play,2026-02-27 17:17:39,sess_f0e90b18,desktop,1660,
user_00694,content_00498,add_to_watchlist,2026-03-30 17:17:39,sess_1c36518e,tablet,3530,
user_00406,content_00413,play,2026-04-08 17:17:39,sess_dc9dbe8a,mobile,4226,
user_00383,content_00009,skip,2026-03-04 17:17:39,sess_e104e2b2,tablet,2345,
user_00589,content_00171,skip,2026-03-31 17:17:39,sess_a1d79e0e,smart_tv,6572,
user_00526,content_00434,skip,2026-03-21 17:17:39,sess_89c4e666,mobile,6314,
user_00701,content_00221,skip,2026-03-26 17:17:39,sess_c4682112,desktop,628,
user_00187,content_00332,skip,2026-02-18 17:17:39,sess_c452b114,mobile,3318,
user_00589,content_00151,play,2026-02-24 17:17:39,sess_d2a33dd5,mobile,99,
user_00231,content_00166,play,2026-03-12 17:17:39,sess_69a979e4,smart_tv,4817,
user_00691,content_00394,play,2026-02-15 17:17:39,sess_bf2b8ba9,smart_tv,6337,
user_00842,content_00295,skip,2026-03-21 17:17:39,sess_4ec4d28c,smart_tv,1718,
user_00316,content_00093,play,2026-02-05 17:17:39,sess_aa5a524b,mobile,6415,
user_00131,content_00277,play,2026-04-06 17:17:39,sess_da5984dd,desktop,7161,
user_00323,content_00476,play,2026-03-19 17:17:39,sess_64753c12,smart_tv,2511,
user_00168,content_00218,skip,2026-04-11 17:17:39,sess_f69e0fc1,smart_tv,3631,
user_00127,content_00428,complete,2026-03-19 17:17:39,sess_5d6a7fd4,tablet,433,2.8
user_00409,content_00102,play,2026-02-25 17:17:39,sess_a261c08a,mobile,790,
user_00993,content_00090,play,2026-01-30 17:17:39,sess_de491c72,mobile,1364,
user_00775,content_00108,play,2026-02-11 17:17:39,sess_2c0f7340,desktop,6171,
user_00325,content_00213,play,2026-04-03 17:17:39,sess_0d388874,desktop,3945,
user_00262,content_00261,play,2026-02-15 17:17:39,sess_691feb95,mobile,89,
user_00390,content_00412,play,2026-04-02 17:17:39,sess_870ccc3a,desktop,2982,
user_00969,content_00159,skip,2026-01-15 17:17:39,sess_41463bee,mobile,5358,
user_00660,content_00415,play,2026-02-13 17:17:39,sess_ffbe538f,mobile,2280,
user_00748,content_00332,complete,2026-03-14 17:17:39,sess_542233d8,smart_tv,4655,1.0
user_00532,content_00080,play,2026-02-13 17:17:39,sess_98ecfbca,mobile,531,
user_00611,content_00411,play,2026-01-20 17:17:39,sess_f972a44f,desktop,3074,
user_00633,content_00213,skip,2026-03-26 17:17:39,sess_463ed516,smart_tv,3020,
user_00901,content_00474,play,2026-03-25 17:17:39,sess_88dcf371,mobile,4105,
user_00209,content_00157,play,2026-02-26 17:17:39,sess_38be2b8a,desktop,5124,
user_00329,content_00015,add_to_watchlist,2026-03-27 17:17:39,sess_09342a66,tablet,410,
user_00553,content_00194,skip,2026-03-01 17:17:39,sess_b869cb1a,smart_tv,784,
user_00430,content_00034,play,2026-02-13 17:17:39,sess_f812d7db,tablet,3430,
user_00877,content_00460,play,2026-03-28 17:17:39,sess_566a086d,mobile,2581,
user_00488,content_00241,skip,2026-01-26 17:17:39,sess_48d671c5,mobile,3944,
user_00505,content_00384,skip,2026-03-27 17:17:39,sess_61a10cee,smart_tv,5430,
user_00085,content_00381,play,2026-02-22 17:17:39,sess_4def7dcc,desktop,5068,
user_00108,content_00128,play,2026-03-22 17:17:39,sess_d0519cab,desktop,2722,
user_00728,content_00499,play,2026-01-29 17:17:39,sess_3b782a35,desktop,6255,
user_00922,content_00068,play,2026-02-26 17:17:39,sess_134057d5,smart_tv,4776,
user_00755,content_00479,skip,2026-03-20 17:17:39,sess_f201f32a,smart_tv,147,
user_00147,content_00325,play,2026-03-15 17:17:39,sess_a09b04db,smart_tv,3280,
user_00331,content_00006,skip,2026-01-31 17:17:39,sess_a7e6a26e,tablet,3733,
user_00220,content_00233,like,2026-03-10 17:17:39,sess_7ee05d76,desktop,2792,
user_00914,content_00096,play,2026-02-11 17:17:39,sess_550bbf05,tablet,5463,
user_00099,content_00343,skip,2026-02-19 17:17:39,sess_3423e039,mobile,4480,
user_00130,content_00049,play,2026-02-15 17:17:39,sess_a5a11a72,mobile,1015,
user_00564,content_00365,play,2026-03-01 17:17:39,sess_5a494fdb,desktop,3737,
user_00447,content_00284,complete,2026-02-09 17:17:39,sess_adf18995,smart_tv,3286,4.3
user_00907,content_00262,play,2026-01-17 17:17:39,sess_147c1361,smart_tv,6386,
user_00018,content_00102,skip,2026-02-06 17:17:39,sess_19cf7436,mobile,6585,
user_00546,content_00186,play,2026-01-16 17:17:39,sess_44c2d932,smart_tv,3097,
user_00163,content_00052,skip,2026-03-26 17:17:39,sess_5244a0b3,tablet,7061,
user_00208,content_00143,play,2026-02-22 17:17:39,sess_8cf4a6d3,desktop,3223,
user_00923,content_00268,skip,2026-03-07 17:17:39,sess_e19215d0,mobile,643,
user_00258,content_00363,skip,2026-04-06 17:17:39,sess_7cdce337,mobile,6216,
user_00421,content_00072,play,2026-03-25 17:17:39,sess_ea12c9b2,smart_tv,3235,
user_00806,content_00082,skip,2026-04-05 17:17:39,sess_8f7b8753,smart_tv,2292,
user_00144,content_00458,play,2026-01-30 17:17:39,sess_b2cf61ba,smart_tv,1716,
user_00455,content_00073,like,2026-03-30 17:17:39,sess_9045a490,desktop,4324,
user_00106,content_00396,skip,2026-03-30 17:17:39,sess_7ef3d00f,tablet,1288,
user_00073,content_00451,skip,2026-04-09 17:17:39,sess_9d9a191c,tablet,6894,
user_00913,content_00131,play,2026-02-14 17:17:39,sess_e476288f,tablet,4822,
user_00173,content_00449,skip,2026-02-07 17:17:39,sess_1640100b,mobile,755,
user_00750,content_00309,skip,2026-02-10 17:17:39,sess_b11ba96c,tablet,3484,
user_00059,content_00327,play,2026-03-10 17:17:39,sess_291b1b93,desktop,2091,
user_00656,content_00261,play,2026-01-19 17:17:39,sess_5d47b2ac,desktop,2951,
user_00086,content_00007,play,2026-02-11 17:17:39,sess_987112bb,smart_tv,4828,
user_00507,content_00114,like,2026-01-14 17:17:39,sess_1d2fe353,tablet,4623,
user_00622,content_00429,skip,2026-04-09 17:17:39,sess_7e7e6d2d,mobile,4866,
user_00859,content_00407,complete,2026-04-02 17:17:39,sess_1b445826,mobile,6288,2.0
user_00595,content_00345,skip,2026-04-09 17:17:39,sess_04f2462f,desktop,5330,
user_00808,content_00226,skip,2026-01-24 17:17:39,sess_98b5a1dd,tablet,5511,
user_00930,content_00014,play,2026-03-22 17:17:39,sess_6ee585a3,mobile,5195,
user_00969,content_00169,play,2026-02-21 17:17:39,sess_3fe86695,mobile,6002,
user_00468,content_00435,skip,2026-03-14 17:17:39,sess_51595e61,desktop,3683,
user_00803,content_00025,play,2026-01-15 17:17:39,sess_1d933530,desktop,6326,
user_00813,content_00083,play,2026-02-03 17:17:39,sess_9321bc98,desktop,6097,
user_00411,content_00386,play,2026-03-23 17:17:39,sess_871af0a9,tablet,7047,
user_00092,content_00171,play,2026-02-05 17:17:39,sess_2c5c615f,smart_tv,2623,
user_00849,content_00157,play,2026-04-03 17:17:39,sess_b5bc4a33,tablet,2593,
user_00637,content_00255,skip,2026-02-11 17:17:39,sess_a37f3efa,desktop,2790,
user_00826,content_00225,skip,2026-03-31 17:17:39,sess_4edfdcbd,smart_tv,4796,
user_00318,content_00466,play,2026-01-22 17:17:39,sess_9d3f04a1,desktop,6229,
user_00574,content_00276,play,2026-01-25 17:17:39,sess_ba1d5140,mobile,1657,
user_00096,content_00047,skip,2026-03-27 17:17:39,sess_00a42e0a,desktop,4394,
user_00363,content_00204,play,2026-02-24 17:17:39,sess_d263f158,mobile,6952,
user_00980,content_00377,skip,2026-04-04 17:17:39,sess_9106218a,desktop,1871,
user_00454,content_00423,play,2026-02-03 17:17:39,sess_0fc6eab8,smart_tv,5498,
user_00281,content_00014,play,2026-01-16 17:17:39,sess_e7a5eede,smart_tv,2039,
user_00897,content_00116,play,2026-03-18 17:17:39,sess_cb1489c2,smart_tv,131,
user_00304,content_00125,skip,2026-02-02 17:17:39,sess_32b6f01c,smart_tv,3407,
user_00191,content_00435,play,2026-02-22 17:17:39,sess_49e327bd,tablet,6147,
user_00268,content_00362,skip,2026-02-27 17:17:39,sess_f4db2e76,smart_tv,2652,
user_00554,content_00183,play,2026-01-16 17:17:39,sess_0f2fe6b2,smart_tv,2665,
user_00881,content_00424,skip,2026-02-09 17:17:39,sess_3927f3e0,tablet,4415,
user_00322,content_00054,skip,2026-01-22 17:17:39,sess_ac9e9ffb,smart_tv,3841,
user_00276,content_00295,skip,2026-04-06 17:17:39,sess_62b6e30d,smart_tv,211,
user_00574,content_00230,complete,2026-03-01 17:17:39,sess_6a2a44f7,tablet,7137,3.8
user_00066,content_00350,play,2026-03-10 17:17:39,sess_231e6681,desktop,5991,
user_00029,content_00366,skip,2026-02-23 17:17:39,sess_7793e58b,smart_tv,5451,
user_00463,content_00159,play,2026-01-18 17:17:39,sess_8ce54e2a,desktop,2737,
user_00239,content_00292,skip,2026-01-17 17:17:39,sess_0e4837b3,desktop,7097,
user_00007,content_00498,skip,2026-04-05 17:17:39,sess_eb554baf,mobile,4369,
user_00424,content_00374,play,2026-03-21 17:17:39,sess_85b8e702,smart_tv,4957,
user_00793,content_00389,like,2026-02-10 17:17:39,sess_7f67f385,mobile,2748,
user_00092,content_00049,skip,2026-02-21 17:17:39,sess_ac55c4f3,tablet,5735,
user_00486,content_00071,complete,2026-03-06 17:17:39,sess_22d6138c,desktop,1483,3.8
user_00901,content_00130,play,2026-03-22 17:17:39,sess_32fb707d,desktop,3318,
user_00206,content_00117,play,2026-01-22 17:17:39,sess_b7df68eb,mobile,2812,
user_00463,content_00385,play,2026-03-13 17:17:39,sess_d910b898,mobile,4995,
user_00063,content_00286,play,2026-02-26 17:17:39,sess_d1b9615b,mobile,1410,
user_00002,content_00494,complete,2026-03-04 17:17:39,sess_a843473e,tablet,2538,1.1
user_00927,content_00291,skip,2026-01-25 17:17:39,sess_9108f490,tablet,1519,
user_00549,content_00112,complete,2026-01-17 17:17:39,sess_d74f2f9d,smart_tv,4942,2.5
user_00182,content_00457,play,2026-03-23 17:17:39,sess_780f2e52,smart_tv,6701,
user_00839,content_00228,play,2026-04-10 17:17:39,sess_004f1d07,mobile,6642,
user_00957,content_00160,complete,2026-01-17 17:17:39,sess_c213da13,smart_tv,4864,3.1
user_00922,content_00052,play,2026-01-27 17:17:39,sess_7874b65f,smart_tv,5053,
user_00943,content_00173,skip,2026-02-16 17:17:39,sess_b580a59f,mobile,5508,
user_00568,content_00034,play,2026-02-27 17:17:39,sess_1c31e058,smart_tv,1991,
user_00984,content_00419,play,2026-02-22 17:17:39,sess_d811a1fd,mobile,2965,
user_00061,content_00470,skip,2026-01-29 17:17:39,sess_31cf92d9,mobile,6974,
user_00533,content_00047,skip,2026-02-05 17:17:39,sess_4788acf4,tablet,6230,
user_00560,content_00330,play,2026-03-04 17:17:39,sess_9b0f2bf1,smart_tv,3699,
user_00782,content_00102,play,2026-01-24 17:17:39,sess_34839c2b,tablet,3341,
user_00446,content_00194,play,2026-04-11 17:17:39,sess_c772cc46,tablet,884,
user_00330,content_00288,play,2026-02-24 17:17:39,sess_08b4689f,desktop,4106,
user_00806,content_00395,play,2026-01-17 17:17:39,sess_b82e55c4,mobile,4351,
user_00852,content_00022,play,2026-04-03 17:17:39,sess_d39feca3,desktop,4842,
user_00766,content_00461,complete,2026-03-05 17:17:39,sess_3a3a5607,mobile,4406,1.1
user_00990,content_00156,play,2026-02-28 17:17:39,sess_66a0b539,mobile,6778,
user_00846,content_00351,skip,2026-02-26 17:17:39,sess_5dd361fd,mobile,1787,
user_00102,content_00235,add_to_watchlist,2026-03-19 17:17:39,sess_35a3f22a,tablet,1723,
user_00585,content_00328,complete,2026-02-25 17:17:39,sess_45d85f86,smart_tv,5677,1.5
user_00298,content_00003,skip,2026-03-23 17:17:39,sess_a37b4aa8,tablet,6801,
user_00234,content_00191,skip,2026-01-25 17:17:39,sess_1b3838c8,desktop,3493,
user_00697,content_00293,skip,2026-01-21 17:17:39,sess_2e1019ea,desktop,3382,
user_00707,content_00006,play,2026-02-21 17:17:39,sess_743bb8f6,tablet,2308,
user_00863,content_00462,play,2026-02-11 17:17:39,sess_dcffd695,desktop,4946,
user_00011,content_00321,complete,2026-02-16 17:17:39,sess_dc11aec6,smart_tv,5460,3.8
user_00073,content_00327,play,2026-03-25 17:17:39,sess_1f125b4f,tablet,574,
user_00188,content_00275,play,2026-03-13 17:17:39,sess_48c80c27,tablet,2363,
user_00550,content_00147,play,2026-02-01 17:17:39,sess_6a58b937,desktop,918,
user_00780,content_00062,play,2026-03-20 17:17:39,sess_d79c8303,mobile,4574,
user_00867,content_00255,play,2026-02-07 17:17:39,sess_294e76b3,mobile,3871,
user_00491,content_00056,play,2026-04-10 17:17:39,sess_0986dafb,tablet,1541,
user_00086,content_00391,complete,2026-02-18 17:17:39,sess_aa50ca16,desktop,3618,4.0
user_00453,content_00306,skip,2026-03-19 17:17:39,sess_e1c1417a,desktop,388,
user_00583,content_00008,skip,2026-03-01 17:17:39,sess_751b9db1,tablet,1673,
user_00924,content_00330,play,2026-02-25 17:17:39,sess_75ed5be6,smart_tv,2420,
user_00518,content_00033,play,2026-01-24 17:17:39,sess_dee18efc,smart_tv,2781,
user_00674,content_00370,play,2026-02-17 17:17:39,sess_1469a220,mobile,6939,
user_00252,content_00309,play,2026-02-02 17:17:39,sess_8ac2d7b6,smart_tv,1204,
user_00561,content_00494,play,2026-03-31 17:17:39,sess_1c5e04cf,mobile,3388,
user_00531,content_00274,play,2026-03-24 17:17:39,sess_a646e8e6,desktop,3064,
user_00040,content_00074,like,2026-04-14 17:17:39,sess_1b85d717,mobile,6695,
user_00397,content_00394,add_to_watchlist,2026-02-04 17:17:39,sess_686d9a85,mobile,192,
user_00665,content_00422,skip,2026-01-26 17:17:39,sess_3c632e61,tablet,3713,
user_00933,content_00384,play,2026-02-11 17:17:39,sess_f3bc17de,desktop,2857,
user_00652,content_00233,play,2026-03-26 17:17:39,sess_ac6bf773,tablet,4424,
user_00901,content_00185,play,2026-03-09 17:17:39,sess_e53f5e85,smart_tv,3212,
user_00264,content_00452,play,2026-04-12 17:17:39,sess_1e7cba79,tablet,6628,
user_00308,content_00074,play,2026-02-21 17:17:39,sess_d4d059b0,smart_tv,3325,
user_00129,content_00431,skip,2026-02-15 17:17:39,sess_98f961fa,tablet,3666,
user_00976,content_00199,play,2026-03-02 17:17:39,sess_427e0855,desktop,5480,
user_00409,content_00069,skip,2026-03-21 17:17:39,sess_ad5c9a9f,desktop,3825,
user_00562,content_00442,skip,2026-03-27 17:17:39,sess_29ff3635,tablet,920,
user_00556,content_00334,play,2026-01-25 17:17:39,sess_e4c716ab,tablet,446,
user_00205,content_00112,play,2026-03-25 17:17:39,sess_dfc4a706,tablet,4269,
user_00443,content_00093,complete,2026-03-19 17:17:39,sess_eb3040b9,tablet,4678,3.7
user_00280,content_00382,skip,2026-03-20 17:17:39,sess_34d6bf08,smart_tv,3399,
user_00325,content_00240,play,2026-03-29 17:17:39,sess_62b0ed4d,tablet,2620,
user_00626,content_00478,add_to_watchlist,2026-04-02 17:17:39,sess_a7c14411,mobile,732,
user_00022,content_00005,skip,2026-02-28 17:17:39,sess_3b392214,smart_tv,6121,
user_00155,content_00491,play,2026-04-06 17:17:39,sess_186cd624,desktop,5135,
user_00932,content_00162,skip,2026-03-08 17:17:39,sess_3df2c6a4,desktop,861,
user_00822,content_00288,play,2026-03-26 17:17:39,sess_0dbf68c8,smart_tv,3431,
user_00122,content_00273,skip,2026-01-15 17:17:39,sess_4866ce0f,desktop,5682,
user_00869,content_00463,play,2026-03-31 17:17:39,sess_d2444299,smart_tv,3674,
user_00100,content_00387,play,2026-02-25 17:17:39,sess_4af97707,tablet,3137,
user_00489,content_00088,skip,2026-02-17 17:17:39,sess_732f7ada,smart_tv,3694,
user_00916,content_00011,skip,2026-04-04 17:17:39,sess_788efac7,desktop,594,
user_00182,content_00070,skip,2026-01-19 17:17:39,sess_460757c7,smart_tv,5225,
user_00329,content_00150,like,2026-01-27 17:17:39,sess_212662e6,tablet,160,
user_00637,content_00457,skip,2026-02-08 17:17:39,sess_ba49e86f,desktop,4293,
user_00926,content_00469,play,2026-03-05 17:17:39,sess_f51c642f,smart_tv,456,
user_00665,content_00123,skip,2026-03-11 17:17:39,sess_a9b6ec76,tablet,5431,
user_00083,content_00171,complete,2026-01-25 17:17:39,sess_531c825a,mobile,6048,3.3
user_00310,content_00195,play,2026-02-13 17:17:39,sess_9631d502,tablet,3211,
user_00037,content_00356,skip,2026-02-19 17:17:39,sess_e4280f2d,tablet,5824,
user_00351,content_00068,skip,2026-03-11 17:17:39,sess_2c2ef95b,mobile,3715,
user_00941,content_00344,play,2026-01-19 17:17:39,sess_112c4726,desktop,7087,
user_00522,content_00459,play,2026-03-29 17:17:39,sess_5167a2da,mobile,2020,
user_00077,content_00091,play,2026-03-26 17:17:39,sess_68e4191e,smart_tv,6410,
user_00090,content_00443,play,2026-04-13 17:17:39,sess_46d72f4e,desktop,7158,
