subscription_id,user_id,plan,billing_period,amount,payment_method,subscription_date,renewal_date,status
sub_56707bcc,user_00200,Basic,monthly,49000,credit_card,2025-05-11,2025-06-10,active
sub_7324cec2,user_00202,Premium,annual,1199000,bank_transfer,2025-05-14,2026-05-14,active
sub_608f91f0,user_00203,Basic,monthly,49000,credit_card,2026-02-22,2026-03-24,active
sub_516175de,user_00205,Standard,annual,799000,bank_transfer,2025-05-06,2026-05-06,cancelled
sub_5be287e5,user_00207,Premium,annual,1199000,bank_transfer,2025-06-18,2026-06-18,active
sub_3eb65990,user_00208,Basic,annual,499000,debit_card,2025-10-19,2026-10-19,active
sub_751359e9,user_00209,Standard,monthly,79000,bank_transfer,2026-02-28,2026-03-30,active
sub_b9354a4c,user_00211,Basic,monthly,49000,e_wallet,2025-05-05,2025-06-04,active
sub_c85a9d55,user_00212,Basic,annual,499000,debit_card,2026-03-30,2027-03-30,expired
sub_10d5110b,user_00213,Basic,annual,499000,bank_transfer,2026-01-14,2027-01-14,active
sub_ffbd186b,user_00214,Standard,annual,799000,bank_transfer,2026-02-09,2027-02-09,active
sub_d86999d1,user_00215,Basic,monthly,49000,credit_card,2025-05-27,2025-06-26,expired
sub_1e8702a7,user_00216,Basic,monthly,49000,bank_transfer,2026-02-20,2026-03-22,active
sub_dc7cbbed,user_00218,Basic,annual,499000,e_wallet,2025-05-19,2026-05-19,active
sub_defc5537,user_00219,Premium,annual,1199000,credit_card,2025-06-15,2026-06-15,active
sub_8fd43667,user_00220,Basic,monthly,49000,credit_card,2025-08-24,2025-09-23,active
sub_a13b2edb,user_00222,Standard,annual,799000,bank_transfer,2025-10-23,2026-10-23,expired
sub_927eef91,user_00223,Standard,monthly,79000,debit_card,2026-03-07,2026-04-06,active
sub_8b6587d1,user_00224,Premium,monthly,119000,bank_transfer,2025-09-16,2025-10-16,active
sub_99eb5906,user_00225,Basic,annual,499000,credit_card,2025-07-26,2026-07-26,active
sub_838b6776,user_00226,Premium,monthly,119000,credit_card,2025-04-17,2025-05-17,active
sub_1d8f3bf0,user_00227,Premium,annual,1199000,debit_card,2025-04-25,2026-04-25,expired
sub_bd965acc,user_00228,Premium,annual,1199000,e_wallet,2026-02-08,2027-02-08,cancelled
sub_14d1d649,user_00230,Standard,annual,799000,debit_card,2025-12-26,2026-12-26,active
sub_6ff9eeff,user_00231,Standard,monthly,79000,debit_card,2025-11-02,2025-12-02,active
sub_ea6c279c,user_00232,Premium,annual,1199000,e_wallet,2025-08-22,2026-08-22,active
sub_133b96a0,user_00235,Basic,monthly,49000,bank_transfer,2025-07-05,2025-08-04,active
sub_494dd643,user_00237,Premium,annual,1199000,credit_card,2025-11-09,2026-11-09,cancelled
sub_b4116bf9,user_00238,Standard,annual,799000,debit_card,2025-05-03,2026-05-03,active
sub_39a18eff,user_00239,Standard,monthly,79000,debit_card,2025-09-24,2025-10-24,expired
sub_55367c09,user_00240,Premium,annual,1199000,credit_card,2025-06-13,2026-06-13,active
sub_9529d9d0,user_00242,Premium,monthly,119000,bank_transfer,2025-08-20,2025-09-19,expired
sub_2f438dcf,user_00244,Basic,monthly,49000,bank_transfer,2025-11-22,2025-12-22,active
sub_ce857781,user_00245,Basic,monthly,49000,e_wallet,2025-09-10,2025-10-10,active
sub_a572287f,user_00246,Basic,monthly,49000,debit_card,2025-06-17,2025-07-17,expired
sub_97033fb7,user_00247,Basic,monthly,49000,bank_transfer,2026-01-01,2026-01-31,expired
sub_da755190,user_00249,Standard,monthly,79000,credit_card,2025-05-10,2025-06-09,active
sub_3fea796b,user_00251,Standard,annual,799000,credit_card,2026-03-07,2027-03-07,active
sub_266a653c,user_00252,Basic,annual,499000,bank_transfer,2026-01-26,2027-01-26,expired
sub_27ceee3e,user_00253,Basic,monthly,49000,bank_transfer,2025-08-06,2025-09-05,cancelled
sub_7479cd37,user_00254,Standard,annual,799000,bank_transfer,2025-08-09,2026-08-09,active
sub_921c30a1,user_00255,Standard,annual,799000,e_wallet,2025-12-27,2026-12-27,active
sub_1dc89060,user_00257,Standard,annual,799000,bank_transfer,2026-04-01,2027-04-01,active
sub_56632924,user_00258,Premium,monthly,119000,bank_transfer,2025-11-10,2025-12-10,active
sub_eee65f26,user_00259,Basic,monthly,49000,e_wallet,2025-12-16,2026-01-15,cancelled
sub_fa4af7d8,user_00260,Standard,monthly,79000,bank_transfer,2025-05-03,2025-06-02,active
sub_0386405c,user_00262,Standard,monthly,79000,e_wallet,2025-12-22,2026-01-21,active
sub_c96ba1e1,user_00263,Standard,monthly,79000,debit_card,2025-10-03,2025-11-02,expired
sub_a9cdf4f9,user_00264,Standard,monthly,79000,credit_card,2025-11-14,2025-12-14,active
sub_241d6b66,user_00265,Premium,annual,1199000,credit_card,2025-10-16,2026-10-16,active
sub_7396957f,user_00266,Basic,monthly,49000,bank_transfer,2026-03-18,2026-04-17,active
sub_7f8e636b,user_00267,Basic,monthly,49000,e_wallet,2025-07-29,2025-08-28,active
sub_ef842ce6,user_00269,Premium,monthly,119000,bank_transfer,2026-03-25,2026-04-24,active
sub_d6ceff0e,user_00270,Standard,monthly,79000,bank_transfer,2025-11-27,2025-12-27,active
sub_7618acd6,user_00271,Premium,annual,1199000,bank_transfer,2025-09-02,2026-09-02,expired
sub_bff079d2,user_00272,Standard,monthly,79000,e_wallet,2026-04-04,2026-05-04,active
sub_33645186,user_00274,Standard,monthly,79000,bank_transfer,2025-10-26,2025-11-25,cancelled
sub_d8ab9ccf,user_00275,Standard,annual,799000,debit_card,2025-08-06,2026-08-06,active
sub_2b259a50,user_00277,Premium,annual,1199000,bank_transfer,2025-06-08,2026-06-08,active
sub_8511fdba,user_00278,Premium,monthly,119000,bank_transfer,2025-05-05,2025-06-04,cancelled
sub_9c6cc698,user_00279,Premium,monthly,119000,credit_card,2025-06-15,2025-07-15,active
sub_6c5eeee2,user_00280,Standard,annual,799000,bank_transfer,2025-10-14,2026-10-14,active
sub_56bdeee5,user_00281,Standard,annual,799000,bank_transfer,2025-12-29,2026-12-29,active
sub_dd469558,user_00282,Basic,monthly,49000,credit_card,2025-06-10,2025-07-10,active
sub_3f2cd6ec,user_00283,Basic,monthly,49000,bank_transfer,2026-03-29,2026-04-28,cancelled
sub_954b712c,user_00284,Standard,annual,799000,credit_card,2025-09-12,2026-09-12,active
sub_d73213d9,user_00285,Basic,monthly,49000,bank_transfer,2026-03-19,2026-04-18,active
sub_08469d85,user_00286,Basic,annual,499000,bank_transfer,2026-03-10,2027-03-10,active
sub_e3244da2,user_00287,Premium,monthly,119000,e_wallet,2026-01-25,2026-02-24,active
sub_8715508c,user_00288,Standard,monthly,79000,bank_transfer,2025-06-20,2025-07-20,cancelled
sub_11d84ac7,user_00289,Standard,annual,799000,debit_card,2025-04-19,2026-04-19,expired
sub_c6f98ee8,user_00290,Basic,annual,499000,e_wallet,2025-10-20,2026-10-20,active
sub_8199dfd0,user_00291,Premium,annual,1199000,debit_card,2025-11-22,2026-11-22,active
sub_b6913d35,user_00294,Basic,annual,499000,e_wallet,2025-12-31,2026-12-31,expired
sub_0fa94959,user_00295,Standard,annual,799000,debit_card,2025-05-10,2026-05-10,active
sub_733a6b91,user_00297,Basic,annual,499000,debit_card,2025-06-04,2026-06-04,active
sub_23b5365a,user_00299,Premium,annual,1199000,debit_card,2025-10-08,2026-10-08,expired
sub_5c4216fe,user_00300,Basic,annual,499000,bank_transfer,2025-05-07,2026-05-07,active
sub_87cada61,user_00301,Premium,annual,1199000,bank_transfer,2026-03-31,2027-03-31,active
sub_9aaff77f,user_00302,Basic,monthly,49000,bank_transfer,2025-10-19,2025-11-18,active
sub_2c6f5db5,user_00303,Premium,annual,1199000,e_wallet,2026-02-24,2027-02-24,active
sub_a9b96d72,user_00304,Standard,monthly,79000,debit_card,2025-10-30,2025-11-29,active
sub_3ac310d4,user_00305,Premium,monthly,119000,credit_card,2025-05-04,2025-06-03,cancelled
sub_9fecc9de,user_00306,Standard,monthly,79000,bank_transfer,2025-09-21,2025-10-21,expired
sub_9e59f5a6,user_00307,Standard,annual,799000,bank_transfer,2025-04-28,2026-04-28,cancelled
sub_7287d30f,user_00309,Basic,annual,499000,bank_transfer,2025-05-11,2026-05-11,expired
sub_56ae5075,user_00310,Basic,monthly,49000,debit_card,2025-09-02,2025-10-02,active
sub_7a010850,user_00311,Basic,annual,499000,debit_card,2025-07-11,2026-07-11,active
sub_b1312c67,user_00313,Premium,monthly,119000,bank_transfer,2025-12-09,2026-01-08,expired
sub_0071697c,user_00314,Standard,monthly,79000,bank_transfer,2025-07-16,2025-08-15,active
sub_8c790732,user_00315,Premium,monthly,119000,bank_transfer,2025-06-18,2025-07-18,expired
sub_f71b56fc,user_00316,Basic,monthly,49000,credit_card,2025-06-09,2025-07-09,expired
sub_20cf8269,user_00317,Basic,annual,499000,bank_transfer,2026-01-17,2027-01-17,expired
sub_16684611,user_00318,Premium,monthly,119000,credit_card,2025-09-29,2025-10-29,active
sub_ab036522,user_00319,Premium,monthly,119000,credit_card,2025-09-04,2025-10-04,active
sub_b70e4a97,user_00322,Basic,annual,499000,credit_card,2026-03-29,2027-03-29,active
sub_529d988c,user_00323,Standard,annual,799000,debit_card,2026-02-20,2027-02-20,active
sub_c693f45f,user_00324,Standard,annual,799000,bank_transfer,2025-05-08,2026-05-08,active
sub_29ca0e52,user_00325,Premium,monthly,119000,e_wallet,2025-07-27,2025-08-26,active
sub_79c1dd06,user_00326,Standard,monthly,79000,bank_transfer,2026-03-14,2026-04-13,cancelled
sub_a890cb26,user_00327,Premium,monthly,119000,credit_card,2025-05-10,2025-06-09,expired
sub_c2f3db19,user_00328,Premium,annual,1199000,e_wallet,2026-04-06,2027-04-06,expired
sub_358641b8,user_00329,Basic,monthly,49000,bank_transfer,2025-07-17,2025-08-16,active
sub_f2ac993d,user_00330,Basic,monthly,49000,e_wallet,2026-01-08,2026-02-07,active
sub_5cde3bb2,user_00331,Basic,annual,499000,debit_card,2025-12-19,2026-12-19,active
sub_17ceda5b,user_00332,Basic,annual,499000,e_wallet,2025-12-31,2026-12-31,active
sub_3c6c4b88,user_00333,Premium,annual,1199000,debit_card,2025-04-27,2026-04-27,expired
sub_f61589fb,user_00334,Standard,monthly,79000,credit_card,2026-01-15,2026-02-14,expired
sub_04071af5,user_00335,Standard,monthly,79000,credit_card,2026-01-31,2026-03-02,active
sub_2fafb620,user_00336,Basic,monthly,49000,debit_card,2025-04-24,2025-05-24,active
sub_2bc91dd0,user_00337,Standard,annual,799000,credit_card,2025-12-12,2026-12-12,active
sub_f84765b1,user_00338,Standard,annual,799000,bank_transfer,2025-06-21,2026-06-21,active
sub_0968e5e3,user_00339,Premium,annual,1199000,bank_transfer,2025-05-13,2026-05-13,active
sub_e886ba55,user_00340,Basic,annual,499000,debit_card,2026-04-07,2027-04-07,active
sub_37654de9,user_00342,Basic,monthly,49000,credit_card,2026-03-29,2026-04-28,expired
sub_048aa6f9,user_00343,Premium,annual,1199000,credit_card,2025-07-02,2026-07-02,active
sub_24063c19,user_00345,Standard,annual,799000,bank_transfer,2025-07-17,2026-07-17,active
sub_12bac6b1,user_00347,Standard,monthly,79000,debit_card,2025-11-16,2025-12-16,active
sub_b4e90ced,user_00348,Standard,monthly,79000,debit_card,2025-10-16,2025-11-15,expired
sub_f05a926d,user_00349,Premium,annual,1199000,e_wallet,2025-12-22,2026-12-22,active
sub_3a993d11,user_00353,Standard,monthly,79000,credit_card,2025-07-28,2025-08-27,expired
sub_3825f33c,user_00354,Standard,monthly,79000,debit_card,2026-01-02,2026-02-01,expired
sub_1ce819b5,user_00355,Basic,annual,499000,credit_card,2025-12-30,2026-12-30,active
sub_0762cd7c,user_00358,Premium,annual,1199000,e_wallet,2026-04-01,2027-04-01,active
sub_e95f6cc7,user_00359,Standard,annual,799000,credit_card,2025-12-22,2026-12-22,active
sub_22a83c50,user_00360,Basic,annual,499000,credit_card,2026-02-15,2027-02-15,active
sub_9424f9f7,user_00361,Premium,annual,1199000,e_wallet,2025-10-14,2026-10-14,expired
sub_31e8287c,user_00362,Premium,annual,1199000,debit_card,2025-09-14,2026-09-14,expired
sub_e48dc66d,user_00364,Premium,monthly,119000,e_wallet,2025-12-11,2026-01-10,active
sub_d1de352f,user_00365,Basic,annual,499000,debit_card,2025-09-04,2026-09-04,expired
sub_c6ba590a,user_00366,Premium,monthly,119000,debit_card,2025-08-31,2025-09-30,expired
sub_7eb57930,user_00367,Premium,monthly,119000,debit_card,2025-09-20,2025-10-20,cancelled
sub_5dec70b9,user_00368,Premium,monthly,119000,bank_transfer,2026-02-03,2026-03-05,active
sub_6cd88236,user_00369,Basic,annual,499000,credit_card,2026-02-06,2027-02-06,active
sub_04f5c55f,user_00370,Premium,annual,1199000,credit_card,2026-04-05,2027-04-05,active
sub_21b0716e,user_00371,Premium,annual,1199000,e_wallet,2026-03-03,2027-03-03,expired
sub_5a7d660b,user_00372,Basic,monthly,49000,credit_card,2026-01-08,2026-02-07,active
sub_6fe10a5c,user_00373,Standard,annual,799000,credit_card,2025-06-23,2026-06-23,expired
sub_b7d943b3,user_00374,Standard,annual,799000,e_wallet,2025-09-11,2026-09-11,active
sub_386b3b23,user_00375,Premium,annual,1199000,bank_transfer,2025-11-24,2026-11-24,cancelled
sub_95d8bc8b,user_00377,Basic,annual,499000,credit_card,2025-08-30,2026-08-30,active
sub_4b9bf7c2,user_00378,Premium,monthly,119000,debit_card,2026-01-21,2026-02-20,cancelled
sub_07ade965,user_00379,Standard,monthly,79000,e_wallet,2025-11-12,2025-12-12,active
sub_becd7b86,user_00380,Standard,monthly,79000,credit_card,2025-12-26,2026-01-25,active
sub_d883aa48,user_00382,Standard,monthly,79000,debit_card,2026-02-07,2026-03-09,active
